word	label
ඇඟවුම	1
ඇඟිල්ල	1
ඇඟිළ්ළ	1
ඇඟෙනවා	1
ඇ‍ඟෙනවා	1
ඇට	1
ඇටකටු	1
ඇටඛටු	1
ඇටමැශ්ශා	1
ඇටමැස්සා	1
ඇටමිදුළු	1
ඇටමිඳුළු	1
ඇටය	1
ඇට්ටර	1
ඇට්‍රපින්	1
ඇට්රියම	0
ඇට්ලශ්	1
ඇට්ලස්	1
ඇට්ළස්	1
ඇඩප්ටරය	1
ඇඩිනීන්	1
ඇඩිනොයිඩය	1
ඇඩිනෝමාව	0
ඇඩියුලේරියා	1
ඇඩියුළේරියා	1
ඇඩෝබ්	0
ඇඩෝභ්	1
ඇඩ්‍රිනලින්	1
ඇඩ්‍රිනළින්	1
ඇණ	1
ඇණය	1
ඇණවුම	0
ඇණවුම්කරය	1
ඇණවුම්ඛරය	0
ඇණහිටගත්	0
ඇණහිටඝත්	0
ඇණහිටවනවා	1
ඇණැවුම	0
ඇණිකරුවා	1
ඇණිඛරුවා	0
ඇණිය	0
ඇඬීම	0
ඇඬුවා	0
ඇතා	0
ඇතැම්	0
ඇතැම්විට	0
ඇතැම්වි‍‍‍ට	0
ඇති	0
ඇතින්න	0
ඇතිරිලි	0
ඇතිරිල්ල	0
ඇතිරිළි	0
ඇතිරිළ්ළ	0
ඇතිරීම	0
ඇතිරූ	0
ඇතිලිය	0
ඇතිල්ලීම	0
ඇතිවෙනවා	0
ඇතිශැටිය	0
ඇතිසැටිය	0
ඇතිළිය	0
ඇතිළ්ළීම	0
ඇතීරීම	0
ඇතුල්	0
ඇතුල්ගැබ	0
ඇතුල්ගැභ	0
ඇතුල්ඝැබ	0
ඇතුල්වීම	0
ඇතුළ	0
ඇතුළට	0
ඇතුළත	0
ඇතුළත්	0
ඇතුළත්ව	0
ඇතුළුව	0
ඇතුළුවනවා	1
ඇතුළෙහි	1
ඇතුළේ	0
ඇතුළ්	1
ඇතුළ්ගැබ	0
ඇතුළ්වීම	1
ඇතොවුර	1
ඇත්කඳලිහිණියා	1
ඇත්කඳළිහිණියා	1
ඇත්ඛඳලිහිණියා	1
ඇත්ගොව්වා	1
ඇත්ඝොව්වා	0
ඇත්ත	1
ඇත්තට	0
ඇත්තටම	1
ඇත්දත්	0
ඇත්දළ	0
ඇත්දොර	0
ඇද	0
ඇදකම	0
ඇදකුදය	0
ඇදඛම	1
ඇදඛුදය	1
ඇදගන්නවා	1
ඇදගන්නා	1
ඇදඝන්නවා	1
ඇදඝන්නා	1
ඇදට	1
ඇදව	0
ඇදවැටෙනවා	0
ඇදවීම	0
ඇදවුණු	0
ඇදවුනු	0
ඇදවූ	0
ඇදහිලි	1
ඇදහිලිවාදය	0
ඇදහිල්ල	0
ඇදහිළි	1
ඇදහිළිවාදය	1
ඇදහිළ්ළ	0
ඇදහීම	1
ඇදිල්ල	1
ඇදිළ්ළ	1
ඇදීම	1
ඇදීයාම	0
ඇදුණු	0
ඇදුම	0
ඇදුම්කන	0
ඇදුම්ඛන	0
ඇදුරුකම්	0
ඇදුරුඛම්	1
ඇදෙන	1
ඇදෙනවා	1
ඇදෙනශුලු	1
ඇදෙනසුලු	1
ඇදෙනසුළු	1
ඇදේට	1
ඇද්දීම	1
ඇනයනය	1
ඇනහිටිනවා	1
ඇනහිටීම	0
ඇනිමෝමීටරය	1
ඇනීම	1
ඇනුම්පදය	1
ඇනෙනවා	1
ඇනෝඩික	0
ඇනෝඩිඛ	0
ඇන්ජිම	0
ඇන්ටනාව	0
ඇන්ටිජන්	0
ඇන්ත්‍රැක්ශය	0
ඇන්ත්‍රැක්සය	0
ඇන්ත්‍රැඛ්සය	0
ඇන්ද	0
ඇන්දවීම	0
ඇඳ	0
ඇඳගත්	0
ඇඳඝත්	0
ඇඳි	0
ඇඳිනීම	0
ඇඳිරිකරය	0
ඇඳිරිඛරය	1
ඇඳිරිගෙය	1
ඇඳිරිඝෙය	1
ඇඳිරිය	0
ඇඳිරිවීම	1
ඇඳීම	1
ඇඳුනුම්කම	0
ඇඳුනුම්ඛම	1
ඇඳුම	0
ඇඳුම්	1
ඇඳෙහි	1
ඇපඔප්පුව	1
ඇපකරය	1
ඇපකරු	1
ඇපකරුවා	0
ඇපකාර	1
ඇපකාරයා	0
ඇපඛරය	1
ඇපඛරු	1
ඇපඛරුවා	1
ඇපඛාර	1
ඇපඛාරයා	1
ඇපය	1
ඇපල්	0
ඇපවීම	1
ඇපවෙනවා	1
ඇපළ්	1
ඇපැල්	1
ඇපැල්කරු	1
ඇපැල්ඛරු	1
ඇපැළ්	0
ඇපැළ්කරු	1
ඇපෙන්ඩිශයිට්ශ්	1
ඇපෙන්ඩිසයිට්ස්	0
ඇපොතිකරි	1
ඇපොතිඛරි	0
ඇබකශය	1
ඇබකසය	1
ඇබඛසය	1
ඇබය	1
ඇබරිල්ල	0
ඇබරීම	1
ඇබරීයාම	0
ඇබරුණු	1
ඇබරුම	0
ඇබරූ	1
ඇබරෙනවා	1
ඇබලයා	0
ඇබැද්දිය	1
ඇබැරුම	1
ඇබෑර්තුව	1
ඇබිත්ත	0
ඇබිත්තයා	0
ඇබිල්ල	1
ඇබීම	1
ඇබුම	0
ඇබුල්	1
ඇබුල්ගතිය	1
ඇබුල්වෙනවා	1
ඇබ්බබැහියා	0
ඇබ්බැහි	1
ඇබ්බැහිය	1
ඇබ්බැහියෙන්	0
ඇබ්බැහිවුණු	1
ඇබ්බැහිවෙලා	1
ඇබ්බැහිවෙළා	0
ඇභකසය	1
ඇභය	0
ඇභැද්දිය	1
ඇභෑර්තුව	1
ඇභිත්ත	1
ඇභිත්තයා	1
ඇභ්භභැහියා	0
ඇභ්භැහි	0
ඇභ්භැහිය	0
ඇභ්භැහියෙන්	1
ඇභ්භැහිවුණු	1
ඇභ්භැහිවෙලා	0
ඇම	1
ඇමකාරයා	1
ඇමඛාරයා	0
ඇමති	1
ඇමතිවරයා	1
ඇමතීම	1
ඇමතුම	0
ඇමිණි	0
ඇමිණීම	1
ඇමිණු	0
ඇමීටරය	1
ඇමීබා	1
ඇමීබාකාර	1
ඇමීබාඛාර	1
ඇමීභා	1
ඇමීභාකාර	0
ඇමුණුම	0
ඇමුණූ	0
ඇමොනයිට්	1
ඇම්පියරතාව	1
ඇම්පියරය	1
ඇම්බර	0
ඇම්භර	0
ඇඹරිල්ල	1
ඇඹරිළ්ළ	1
ඇඹරීම	1
ඇඹරීයාම	1
ඇඹරුණු	1
ඇඹරුම	1
ඇඹරූ	0
ඇඹරෙනවා	0
ඇඹලයා	1
ඇඹළයා	1
ඇඹැරුම	1
ඇඹිල්ල	0
ඇඹිළ්ළ	1
ඇඹීම	1
ඇඹුම	1
ඇඹුල්	1
ඇඹුල්ගතිය	1
ඇඹුල්ඝතිය	1
ඇඹුල්වෙනවා	1
ඇඹුළ්	0
ඇඹුළ්ගතිය	1
ඇඹුළ්වෙනවා	1
ඇය	1
ඇයම	1
ඇයි	1
ඇරගනයිට්	1
ඇරඝනයිට්	1
ඇරත්	0
ඇරබීම	0
ඇරබුණු	0
ඇරබුම	0
ඇරබුවා	1
ඇරබූ	1
ඇරබෙනවා	1
ඇරඹීම	1
ඇරඹුණු	1
ඇරඹුම	0
ඇරඹුවා	0
ඇරඹූ	0
ඇරඹෙනවා	0
ඇරයුම	1
ඇරයුමක්	1
ඇරයුමඛ්	1
ඇරලනවා	1
ඇරළනවා	1
ඇරිල්	1
ඇරිළ්	1
ඇරීම	1
ඇරෙනවා	1
ඇල	1
ඇලකරය	0
ඇලකුරු	0
ඇලඛරය	0
ඇලඛුරු	0
ඇලපත	0
ඇලපාර	0
ඇලම්	0
ඇලය	0
ඇලලීම	0
ඇලව	0
ඇලවීම	0
ඇලවුණු	0
ඇලවෙනවා	0
ඇලවෙනා	0
ඇලිඩේඩය	0
ඇලිය	0
ඇලිශිටිනවා	0
ඇලිසිටිනවා	0
ඇලීම	0
ඇලීලය	0
ඇලුණු	0
ඇලුමිනියම්	1
ඇලෙක්ශැන්ඩ්‍රයිට්	1
ඇලෙක්සැන්ඩ්‍රයිට්	1
ඇලෙඛ්සැන්ඩ්‍රයිට්	1
ඇලෙන	0
ඇලෙනවා	1
ඇලෙනශුලු	1
ඇලෙනසුලු	1
ඇලේට	1
ඇල්කිල්	1
ඇල්කිල්කරණය	1
ඇල්කීන	1
ඇල්කොහොලය	1
ඇල්කොහොලීය	1
ඇල්කොහොල්	0
ඇල්කොහොල්මානය	0
ඇල්ඛිල්	0
ඇල්ඛිල්ඛරණය	1
ඇල්ඛීන	1
ඇල්ඛොහොලය	1
ඇල්ඛොහොලීය	1
ඇල්ඛොහොල්	0
ඇල්ඛොහොල්මානය	0
ඇල්ගී	1
ඇල්ගොරිතම	1
ඇල්ඝී	1
ඇල්ඝොරිතම	0
ඇල්ඩිහයිඩ්	0
ඇල්බමය	1
ඇල්බියුමන්	1
ඇල්බියුමින්	1
ඇල්භමය	1
ඇල්භියුමන්	0
ඇල්භියුමින්	1
ඇල්ම	1
ඇල්මැරුණු	1
ඇල්මැරුණුකම	1
ඇල්මැරුණුඛම	0
ඇල්ල	0
ඇල්ලීම	1
ඇල්ලුවා	1
ඇල්වීම	0
ඇවටිල්ල	1
ඇවටිළ්ළ	1
ඇවතක්	1
ඇවතඛ්	0
ඇවැශි	0
ඇවැශ්ම	1
ඇවැසි	1
ඇවැස්ම	0
ඇවෑම	0
ඇවිදින	0
ඇවිදිනවා	0
ඇවිදින්නා	0
ඇවිදීම	0
ඇවිරීම	0
ඇවිලගත්	0
ඇවිලඝත්	0
ඇවිලිල්ල	0
ඇවිලීම	0
ඇවිලෙනවා	0
ඇවිල්ලා	0
ඇවිශි	0
ඇවිශ්ශීම	0
ඇවිශ්ශුණු	0
ඇවිශ්ශූ	0
ඇවිශ්ශෙනවා	0
ඇවිසි	1
ඇවිස්සීම	1
ඇවිස්සුණු	1
ඇවිස්සූ	0
ඇවිස්සෙනවා	1
ඇවිළගත්	0
ඇවිළිළ්ළ	1
ඇවිළීම	1
ඇවිළුණු	0
ඇවිළෙනවා	0
ඇවිළෙනවා	1
ඇවිළ්ළා	1
ඇවුරුණු	0
ඇවුරුම	1
ඇවුරූ	1
ඇවෙක්ශුම	1
ඇවෙක්සුම	1
ඇවෙඛ්සුම	1
ඇශ	1
ඇශිටැනලයිඩ	0
ඇශිටැල්ඩිහයිඩ්	0
ඇශිරීම	0
ඇශිල්ල	1
ඇශීම	0
ඇශුර	1
ඇශුරා	1
ඇශුරුම	0
ඇශෙන	1
ඇශ්ටටීන්	1
ඇශ්ටරිශ්කය	1
ඇශ්තමේන්තු	1
ඇශ්තමේන්තුව	1
ඇශ්පිය	0
ඇශ්පිරින්	0
ඇශ්පිල්ල	1
ඇශ්පිහාටුව	1
ඇශ්බැන්දුම	1
ඇශ්බැන්දුම්කාරයා	1
ඇශ්බැශ්ටෝශ්	1
ඇශ්වටය	1
ඇශ්වට්ටිය	1
ඇශ්වෙදකම	1
ඇශ්වෙදා	0
ඇශ්ශ	1
ඇස	1
ඇසිටැනලයිඩ	1
ඇසිටැනළයිඩ	1
ඇසිටැල්ඩිහයිඩ්	0
ඇසිටැළ්ඩිහයිඩ්	0
ඇසිරීම	0
ඇසිල්ල	1
ඇසිළ්ළ	0
ඇසීම	1
ඇසුර	1
ඇසුරා	0
ඇසුරුම	1
ඇසෙන	1
ඇස්ටටීන්	1
ඇස්ටරිස්කය	1
ඇස්ටරිස්ඛය	1
ඇස්තමේන්තු	1
ඇස්තමේන්තුව	1
ඇස්පිය	1
ඇස්පිරින්	0
ඇස්පිල්ල	0
ඇස්පිහාටුව	0
ඇස්පිළ්ළ	0
ඇස්බැන්දුම	0
ඇස්බැන්දුම්කාරයා	1
ඇස්බැන්දුම්ඛාරයා	1
ඇස්බැස්ටෝස්	0
ඇස්භැන්දුම	1
ඇස්භැන්දුම්කාරයා	1
ඇස්භැස්ටෝස්	1
ඇස්වටය	1
ඇස්වට්ටිය	1
ඇස්වෙදකම	0
ඇස්වෙදඛම	0
ඇස්වෙදා	1
ඇස්ස	1
ඇෆ්ගන්කාරයා	0
ඇෆ්ගන්ඛාරයා	1
ඇෆ්ඝන්කාරයා	0
ඇහැටිය	1
ඇහැටුල්ලා	0
ඇහැටුළ්ළා	1
ඇහැශිය	0
ඇහැසිය	1
ඇහිඳගන්නවා	1
ඇහිඳඝන්නවා	1
ඇහිඳිනවා	1
ඇහිඳීම	0
ඇහිබැම	1
ඇහිභැම	0
ඇහිරීම	0
ඇහිරුණු	1
ඇහිලීම	1
ඇහිළීම	1
ඇහිළුම	1
ඇහුම්කන්දීම	1
ඇහුම්ඛන්දීම	1
ඇහුරුණු	1
ඇළ	0
ඇළ	1
ඇළකරය	1
ඇළකුරු	1
ඇළපත	0
ඇළපත්	1
ඇළපාර	1
ඇළම්	0
ඇළය	0
ඇළලීම	0
ඇළව	0
ඇළවීම	1
ඇළවුණු	1
ඇළවෙනවා	1
ඇළවෙනා	0
ඇළළීම	1
ඇළළීම	1
ඇළිඩේඩය	0
ඇළිය	1
ඇළිය	1
ඇළියා	1
ඇළිසිටිනවා	1
ඇළීම	1
ඇළීළය	1
ඇළුණු	1
ඇළුමිනියම්	0
ඇළෙක්සැන්ඩ්‍රයිට්	0
ඇළෙන	1
ඇළෙනවා	1
ඇළෙනසුළු	0
ඇළේට	1
ඇළ්කිළ්	1
ඇළ්කිළ්කරණය	1
ඇළ්කීන	1
ඇළ්කොහොළය	1
ඇළ්කොහොළීය	1
ඇළ්කොහොළ්	1
ඇළ්කොහොළ්මානය	0
ඇළ්ගී	1
ඇළ්ගොරිතම	1
ඇළ්ඩිහයිඩ්	1
ඇළ්බමය	0
ඇළ්බියුමන්	1
ඇළ්බියුමින්	1
ඇළ්ම	1
ඇළ්මැරුණු	1
ඇළ්මැරුණුකම	1
ඇළ්වීම	0
ඇළ්ළ	1
ඇළ්ළීම	1
ඇළ්ළුවා	1
ඈ	1
ඈත	1
ඈතට	1
ඈතම	1
ඈතින්	1
ඈත්වූ	1
ඈනුම	0
ඈඳන	1
ඈඳනය	1
ඈඳනවා	1
ඈඳිය	1
ඈඳීම	1
ඈඳුණු	1
ඈඳුම	1
ඈඳූ	1
ඈඳූම	1
ඈ‍‍‍‍ඳෙනවා	1
ඈමදීම	0
ඈයා	1
ඈයාව	1
ඈලියාව	1
ඈවරකරු	1
ඈවරඛරු	1
ඈවරයි	1
ඈළියාව	1
ඉංගිතය	0
ඉංගිරියාව	0
ඉංඝිතය	0
ඉංඝිරියාව	1
ඉංජීනේරුවා	1
ඉකිගශනවා	1
ඉකිගසනවා	0
ඉකිඝසනවා	1
ඉකිබිඳුම	1
ඉකිභිඳුම	0
ඉකිරියා	1
ඉකිළිය	1
ඉක්කේයියා	1
ඉක්තියෝශෝරයා	0
ඉක්තියෝසෝරයා	1
ඉක්බිති	1
ඉක්භිති	1
ඉක්මණින්	1
ඉක්මන	1
ඉක්මනට	1
ඉක්මනින්	1
ඉක්මන්	1
ඉක්මන්කම	1
ඉක්මවනවා	0
ඉක්මවා	0
ඉක්ෂ	0
ඉක්ස	1
ඉඛිගසනවා	1
ඉඛිබිඳුම	1
ඉඛිරියා	1
ඉඛිළිය	1
ඉඛ්ඛේයියා	1
ඉඛ්තියෝසෝරයා	1
ඉඛ්බිති	1
ඉඛ්මණින්	0
ඉඛ්මන	0
ඉඛ්මනට	1
ඉඛ්මනින්	1
ඉඛ්මන්	1
ඉඛ්මන්ඛම	1
ඉඛ්මවනවා	0
ඉඛ්මවා	0
ඉඛ්ෂ	0
ඉගැන්වීම	0
ඉගිලීම	0
ඉගිලුණු	0
ඉගිලුනා	1
ඉගිලෙන	0
ඉගිලෙනවා	0
ඉගිල්ලීම	0
ඉගිල්ලෙනවා	0
ඉගිළීම	0
ඉගිළීම	0
ඉගිළුණු	0
ඉගිළුනා	0
ඉගිළෙන	0
ඉගිළෙනවා	0
ඉගිළෙනවා	0
ඉගිළ්ළීම	0
ඉගිළ්ළෙනවා	0
ඉගෙනීම	0
ඉගෙනුම	0
ඉග්නිට්‍රෝනය	0
ඉග්ලුව	0
ඉග්ළුව	0
ඉඝැන්වීම	0
ඉඝිලීම	0
ඉඝිලුණු	0
ඉඝිලුනා	0
ඉඝිලෙන	1
ඉඝිලෙනවා	1
ඉඝිල්ලීම	1
ඉඝිල්ලෙනවා	0
ඉඝිළීම	1
ඉඝිළෙනවා	1
ඉඝෙනීම	1
ඉඝෙනුම	1
ඉඝ්නිට්‍රෝනය	1
ඉඝ්ලුව	1
ඉඟ	1
ඉඟටිය	1
ඉඟි	1
ඉඟිකරනවා	1
ඉඟිඛරනවා	0
ඉඟිමරනවා	1
ඉඟිය	1
ඉඟියක්	1
ඉඟියඛ්	0
ඉඟිලෑම	1
ඉඟිළෑම	1
ඉඟුරු	1
ඉච්චාකාර	1
ඉච්චාකාරයා	1
ඉච්චාඛාර	0
ඉච්චාඛාරයා	0
ඉච්චාව	1
ඉච්ඡානුභ	0
ඉච්ඡාභංගත්වය	1
ඉච්ඡාභංඝත්වය	1
ඉච්ඡාව	0
ඉච්ඡිතය	1
ඉටි	0
ඉටිපන්දම	0
ඉටිරූපය	1
ඉටිරෙදි	1
ඉටු	1
ඉටුකරනවා	1
ඉටුකිරීම	0
ඉටුඛරනවා	0
ඉටුඛිරීම	1
ඉට්ට්‍රියම්	1
ඉඩ	1
ඉඩකඩ	1
ඉඩකඩම්	1
ඉඩඛඩ	1
ඉඩඛඩම්	1
ඉඩදීම	1
ඉඩදෙනවා	0
ඉඩම	0
ඉඩවරය	0
ඉඩෝරය	0
ඉණකඩ	1
ඉණඛඩ	1
ඉණාව	1
ඉණිපෙත්ත	1
ඉණිමග	0
ඉණිමඝ	0
ඉණිමඟ	0
ඉතරලිංගික	0
ඉතරලිංගිඛ	0
ඉතරලිංඝික	0
ඉතරළිංගික	0
ඉතලික්	0
ඉතලිඛ්	0
ඉතළික්	0
ඉතා	1
ඉතාම	1
ඉතින්	1
ඉතිරි	1
ඉතිරිය	1
ඉතිරීම	0
ඉතිරුව	1
ඉතිරෙනවා	1
ඉතිහාශඥයා	1
ඉතිහාශය	1
ඉතිහාසඥයා	1
ඉතිහාසය	1
ඉතුරු	1
ඉතුරුව	1
ඉත්තා	1
ඉත්තෑකූර	0
ඉත්තෑඛූර	1
ඉත්තෑවා	1
ඉදල	1
ඉදවනවා	0
ඉදළ	0
ඉදි	1
ඉදිකටුව	1
ඉදිකරන්නා	1
ඉදිඛටුව	1
ඉදිඛරන්නා	0
ඉදින්	1
ඉදිමවන	0
ඉදිමාව	0
ඉදිමීම	1
ඉදිමුණු	1
ඉදිමුම	1
ඉදිමෙන	0
ඉදිමෙනවා	1
ඉදිරි	1
ඉදිරිපශ	1
ඉදිරිපස	0
ඉදිරිපිට	1
ඉදිරිය	1
ඉදිරියට	1
ඉදිරියෙන්	1
ඉදිරියෙහි	0
ඉදිරියේ	1
ඉදීම	0
ඉදුණු	1
ඉදෙනවා	1
ඉද්ද	1
ඉනංගු	1
ඉනංඝු	1
ඉනිම	0
ඉනිවැට	1
ඉන්කියුබේටරය	1
ඉන්කියුභේටරය	1
ඉන්ඛියුබේටරය	1
ඉන්ඩිගෝ	1
ඉන්ඩිඝෝ	1
ඉන්ඩියම්	0
ඉන්දන	0
ඉන්දනවා	0
ඉන්දිශිය	1
ඉන්දිසිය	1
ඉන්දු	1
ඉන්දු	0
ඉන්දුශීය	1
ඉන්දුසීය	1
ඉන්ද්‍රගෝප	1
ඉන්ද්‍රගෝපක	1
ඉන්ද්‍රගෝපඛ	1
ඉන්ද්‍රඝෝප	1
ඉන්ද්‍රඝෝපක	1
ඉන්ද්‍රචාපය	1
ඉන්ද්‍රජාල	1
ඉන්ද්‍රජාලකතනය	1
ඉන්ද්‍රජාලකථනය	1
ඉන්ද්‍රජාලකයා	1
ඉන්ද්‍රජාලඛථනය	1
ඉන්ද්‍රජාලඛයා	1
ඉන්ද්‍රජාලය	1
ඉන්ද්‍රජාලිකයා	0
ඉන්ද්‍රජාලිකාව	1
ඉන්ද්‍රජාලිඛයා	1
ඉන්ද්‍රජාලිඛාව	1
ඉන්ද්‍රජාලියා	1
ඉන්ද්‍රජාළ	1
ඉන්ද්‍රජාළකථනය	1
ඉන්ද්‍රජාළකයා	1
ඉන්ද්‍රජාළය	0
ඉන්ද්‍රජාළිකයා	1
ඉන්ද්‍රජාළිකාව	1
ඉන්ද්‍රජාළියා	1
ඉන්ද්‍රදිශාව	0
ඉන්ද්‍රදිෂාව	0
ඉන්ද්‍රදිෂාව	0
ඉන්ද්‍රිය	0
ඉන්ද්‍රියගෝචර	1
ඉන්ද්‍රියඝෝචර	1
ඉන්ද්‍රියය	1
ඉන්ද්‍රියානුභූතවාදය	1
ඉන්ද්‍රියානුභූතිවාදය	1
ඉන්ධන	1
ඉන්න	1
ඉන්නල	0
ඉන්නවා	1
ඉන්නළ	1
ඉන්නා	1
ඉන්පශු	1
ඉන්පසු	1
ඉන්පාකය	0
ඉන්පාකිභවනය	1
ඉන්පාඛය	1
ඉන්පාඛිභවනය	1
ඉන්මතු	0
ඉන්වෙන්ටරිය	0
ඉන්වොයිශිය	1
ඉන්වොයිසිය	1
ඉන්ශියුලින්	0
ඉන්සියුලින්	1
ඉන්සියුළින්	0
ඉන්ෆ්ලුවෙන්ශා	1
ඉන්ෆ්ලුවෙන්සා	1
ඉන්ෆ්ළුවෙන්සා	0
ඉඳගන්නවා	0
ඉඳඝන්නවා	1
ඉඳහිට	0
ඉඳිකඩුල්ල	1
ඉඳිකඩුළ්ළ	0
ඉඳිඛඩුල්ල	0
ඉඳිමි	1
ඉඳුරා	0
ඉඳුරාම	1
ඉඳුරු	0
ඉඳුල්	0
ඉඳුළ්	0
ඉපදවීය	1
ඉපදීම	1
ඉපදුණු	0
ඉපදුනු	1
ඉපනැල්ල	0
ඉපනැළ්ළ	0
ඉපල	0
ඉපල්	0
ඉපළ	0
ඉපළ්	0
ඉපැයීම්	0
ඉපැයුම	0
ඉපැරණි	0
ඉපැහැදිලි	0
ඉපැහැදිළි	0
ඉපිටීම	0
ඉපිය	0
ඉපියා	0
ඉපියාව	0
ඉපිරවීම	0
ඉපිලීම	0
ඉපිලුම	0
ඉපිලෙන	0
ඉපිලෙනවා	0
ඉපිළීම	1
ඉපිළුම	0
ඉපිළෙන	1
ඉපිළෙනවා	1
ඉබාගාතේ	1
ඉබාඝාතේ	1
ඉබිනවා	1
ඉබුල්	1
ඉබේ	0
ඉබේටම	0
ඉබේවන	1
ඉබ්බා	0
ඉභාගාතේ	1
ඉභේ	0
ඉභේටම	1
ඉභේවන	1
ඉභ්භා	1
ඉම	1
ඉම්	1
ඉම්පෙටයිගෝ	0
ඉම්පෙටයිඝෝ	1
ඉඹිනවා	1
ඉඹුල්	0
ඉඹුළ්	0
ඉයෝලිතික	1
ඉයෝලිතිඛ	0
ඉයෝළිතික	1
ඉර	1
ඉරට්ට	1
ඉරණම	1
ඉරන	1
ඉරනම	1
ඉරනය	1
ඉරනවා	0
ඉරන්නා	0
ඉරමුශු	0
ඉරමුසු	0
ඉරවලුව	0
ඉරවළුව	1
ඉරිගල්	1
ඉරිගළ්	0
ඉරිඝල්	1
ඉරිඟු	0
ඉරිතැලීම	1
ඉරිතැළීම	1
ඉරිදා	0
ඉරිමාය	1
ඉරියවුව	1
ඉරියව්	0
ඉරියව්ව	0
ඉරීම	0
ඉරුණු	0
ඉරුම	0
ඉරුමදය	0
ඉරුම්කාරයා	0
ඉරුම්ඛාරයා	0
ඉරුව	0
ඉරුවාරදය	0
ඉරෙනවා	1
ඉරේශරය	1
ඉරේසරය	1
ඉලක්කම	0
ඉලක්කය	1
ඉලඛ්ඛම	0
ඉලඛ්ඛය	1
ඉලත්තට්ටුව	1
ඉලන්දාරියා	1
ඉලපත	1
ඉලය	1
ඉලවු	1
ඉලව්	1
ඉලිප්පීම	0
ඉලිප්පුණු	1
ඉලිප්පුම	1
ඉලිප්පෙන	0
ඉලිප්පෙනවා	0
ඉලිප්පෙමින්	0
ඉලිප්පේනවා	1
ඉලිප්ශය	0
ඉලිප්ශාකාර	1
ඉලිප්ශාභ	1
ඉලිප්ශාභය	0
ඉලිප්ශීය	0
ඉලිප්ශීයතාව	1
ඉලිප්සය	1
ඉලිප්සාකාර	0
ඉලිප්සාඛාර	0
ඉලිප්සාභ	0
ඉලිප්සාභය	0
ඉලිප්සීය	1
ඉලිප්සීයතාව	0
ඉලීම	0
ඉලෙක්ට්‍රෝඩය	0
ඉලෙක්ට්‍රෝන	1
ඉලෙක්ට්‍රෝනික	0
ඉලෙක්ට්‍රෝලයිටය	1
ඉලෙඛ්ට්‍රෝඩය	1
ඉලෙඛ්ට්‍රෝන	1
ඉලෙඛ්ට්‍රෝනිඛ	1
ඉලෙඛ්ට්‍රෝලයිටය	1
ඉල්පෙනවා	0
ඉල්මනයිට්	1
ඉල්ලන	1
ඉල්ලනවා	0
ඉල්ලන්නා	0
ඉල්ලම	0
ඉල්ලිමක්	0
ඉල්ලිමඛ්	1
ඉල්ලීම	0
ඉල්ලුම	1
ඉල්ලුම්කරු	1
ඉල්ලුම්කරුවා	0
ඉල්ලුම්ඛරු	1
ඉල්ලුම්ඛරුවා	1
ඉල්ලුවා	1
ඉල්ලූ	1
ඉව	1
ඉවත	1
ඉවතට	0
ඉවතලනවා	1
ඉවතළනවා	0
ඉවත්ව	0
ඉවත්වනවා	1
ඉවර	1
ඉවශනවා	1
ඉවශිලිමත්	1
ඉවශිලිවන්ත	1
ඉවශිල්ල	0
ඉවශීම	1
ඉවශුවා	1
ඉවශූ	1
ඉවසනවා	1
ඉවසිලිමත්	0
ඉවසිලිවන්ත	1
ඉවසිල්ල	1
ඉවසිළිමත්	0
ඉවසිළිවන්ත	1
ඉවසිළ්ළ	1
ඉවසීම	1
ඉවසුවා	0
ඉවසූ	1
ඉවුම	1
ඉවුර	1
ඉවුරු	1
ඉවෙන්	0
ඉශ	1
ඉශරදය	1
ඉශවුව	1
ඉශව්ව	1
ඉශිනය	1
ඉශිනවා	1
ඉශින්නා	1
ඉශිඹුතැන	1
ඉශිඹුව	0
ඉශිලීම	1
ඉශිලුවා	0
ඉශිලූ	1
ඉශිවර	1
ඉශිවරයා	1
ඉශීම	1
ඉශුර	1
ඉශුරු	1
ඉශුරුමත්	1
ඉශේකෙටුම	0
ඉශ්කාගාරය	0
ඉශ්කිරිම	1
ඉශ්කුරුප්පුව	1
ඉශ්කුරුප්පුවේ	1
ඉශ්කෝප්ප	1
ඉශ්කෝප්පය	1
ඉශ්කෝලය	0
ඉශ්ක්‍රීනය	0
ඉශ්ගෙඩියා	0
ඉශ්ටෝරුව	0
ඉශ්තරම්	1
ඉශ්තිරික්කය	1
ඉශ්තෝප්පුව	0
ඉශ්පන්ජ	0
ඉශ්පන්ජය	1
ඉශ්පන්න	1
ඉශ්පාශුව	1
ඉශ්ම	1
ඉශ්ශර	1
ඉශ්ශරහ	1
ඉශ්ශරහින්	0
ඉශ්ශරින්දා	0
ඉශ්ශරියෙන්	1
ඉශ්ශා	1
ඉශ්හොරි	1
ඉෂ්ට	1
ඉෂ්ටාර්ත	1
ඉෂ්ටාර්තය	1
ඉෂ්ටාර්ථ	1
ඉෂ්ටාර්ථය	0
ඉස	0
ඉසරදය	1
ඉසවුව	1
ඉසව්ව	0
ඉසිනය	0
ඉසිනවා	0
ඉසින්නා	0
ඉසිබුතැන	0
ඉසිබුව	0
ඉසිඹුතැන	0
ඉසිඹුව	1
ඉසිලීම	1
ඉසිලුවා	1
ඉසිලූ	1
ඉසිවර	1
ඉසිවරයා	1
ඉසිළීම	1
ඉසිළුවා	1
ඉසිළූ	1
ඉසීම	1
ඉසුර	1
